iteration,objFunVal,Corr,MAE,RMSE,RSR,PBIAS,NSE,NSELog,NSEWt,KGE,POD,FAR,CSI,FBIAS,HSEG_FDC,MSEG_FDC,LSEG_FDC
0,1.5266622448837623,0.6446859817895636,3.4302798480589076,9.879907549001784,1.6230489662922576,109.0392292314513,-1.6342879469823655,-0.1920956327881247,-1.6342879469823655,-0.5266622448837623,,,,,121.66868517490153,47.38607646114883,-302.67243828603813
1,3.4371420705169995,0.6986646229587159,7.766151304717047,15.392257352463206,2.528605380254181,289.6120573024775,-5.3938451690503895,-2.3540749851879563,-5.3938451690503895,-2.4371420705169995,,,,,292.9715670076314,61.75134555448643,-23.145488079738485
2,1.7785072483404576,0.8572190031933471,4.216526869426431,8.405165790824475,1.3807817108259306,146.75083149459317,-0.9065581329513837,-0.7727973773618442,-0.9065581329513837,-0.7785072483404576,,,,,160.9047857475415,78.58399293373012,-269.55151690123967
3,1.4340855096049352,0.6601308303009503,3.506316975327862,8.793203223663882,1.4445276265775748,113.61402949789819,-1.0866600639458408,-0.2526715761653411,-1.0866600639458408,-0.4340855096049352,,,,,111.7085903119246,38.960996675107566,-298.02374464125705
4,1.4322577853124403,0.6619522940199065,3.4844153106011837,8.769740015802395,1.440673143620461,113.57397541439317,-1.075539106749261,-0.22040680313277972,-1.075539106749261,-0.4322577853124403,,,,,111.28536157446113,36.93793717947608,-303.1604898686842
5,1.4181054732972609,0.6626078393525798,3.4468034069351354,8.750348882579358,1.4374876119161621,111.81651947022146,-1.0663706344124306,-0.20680135670492805,-1.0663706344124306,-0.4181054732972609,,,,,110.9560616683852,37.190219749087724,-299.6135548071268
